Search Parameters;Year;Month;Day;Location Name;Latitude;Longitude;Mag;population_touchee;accessibilite
;1977;4;20;SOLOMON ISLANDS;-9.89;160.348;7.6;5000;0.3
;1977;4;20;SOLOMON ISLANDS;-9.844;160.822;7.5;5000;0.3
;1977;4;21;SOLOMON ISLANDS;-9.965;160.731;8.1;5000;0.3
;1977;5;26;IRAN:  AZARBAIJAN;38.934;44.38;5.4;5000;0.4
;1977;5;28;IRAN:  SIAH CHESHMEH,MUKHUR,ZOLUL,DALIK DASHI;39.0;44.0;;5000;0.3
;1977;6;22;TONGA TRENCH;-22.878;-175.9;7.2;5000;0.3
;1977;7;16;BALKANS NW:  SLOVENIA:  TRSTENIK,BELA,TENETISE;46.29;14.29;4.6;5000;0.7
;1977;8;19;INDONESIA:  SUNDA ISLANDS;-11.164;118.378;8.3;10000;0.4
;1977;8;28;PAPUA NEW GUINEA:  ADMIRALTY ISLANDS;-1.081;146.23;5.5;5000;0.3
;1977;8;31;COLOMBIA:  APARTADO, MEDELLIN;7.34;-76.3;6.5;5000;0.4
;1977;10;10;TONGA TRENCH;-25.856;-175.406;7.2;5000;0.3
;1977;11;3;ROMANIA:  VELINGRAD;42.11;23.97;5.1;5000;0.6
;1977;11;9;IRAN:  GORGAN;36.73;55.04;4.9;5000;0.6
;1977;11;23;ARGENTINA:  SAN JUAN PROVINCE:  MENDOZA;-31.119;-67.839;7.5;150000;0.5
;1977;12;19;IRAN:  BAB-TANGOL;30.94;56.53;5.9;5000;0.4
;1978;1;14;JAPAN:  TOKKAIDO, OSHIMA;34.809;139.259;6.6;12000;0.7
;1978;2;9;KERMADEC ISLANDS:  S OF;-30.68;-177.36;7.7;0;0.1
;1978;2;15;TURKEY;39.69;39.79;4.5;5000;0.6
;1978;2;20;JAPAN:  OFUNATO, TOHOKU;38.78;141.95;6.1;10000;0.6
;1978;3;11;ITALY:  SICILY;38.1;16.03;5.0;1000;0.7
;1978;3;16;PAKISTAN:  QUETTA, NUSHKI;29.926;66.302;5.9;5000;0.4
;1978;3;19;MEXICO:  ACAPULCO;17.03;-99.74;6.6;30000;0.7
;1978;3;22;RUSSIA:  KURIL ISLANDS;44.026;149.002;6.7;5000;0.3
;1978;3;22;RUSSIA:  KURIL ISLANDS;44.14;149.029;6.6;5000;0.3
;1978;3;23;RUSSIA:  KURIL ISLANDS;44.209;148.971;6.8;5000;0.3
;1978;3;23;RUSSIA:  KURIL ISLANDS;44.932;148.439;7.5;5000;0.3
;1978;3;24;RUSSIA:  KURIL ISLANDS;44.244;148.862;7.6;5000;0.3
;1978;3;24;KAZAKHSTAN:  ALMA-ATA;42.839;78.606;7.1;30000;0.6
;1978;4;13;BALKANS NW:  SERBIA:  BRUS;43.269;20.919;5.7;5000;0.6
;1978;4;15;ITALY:  SICILY;38.391;15.066;5.7;150000;0.7
;1978;5;23;GREECE:  THESSALONIKI, VOLVI, LANGADAS;40.759;23.268;5.6;50000;0.7
;1978;6;3;JAPAN:  S HONSHU:  HIROSHIMA;35.1;132.6;4.9;5000;0.8
;1978;6;12;JAPAN:  SANRIKU;38.19;142.028;7.7;10000;0.6
;1978;6;14;MINDANAO ISLAND, PHILIPPINES;8.249;122.403;6.9;15000;0.4
;1978;6;20;GREECE: THESSALONIKI;40.739;23.229;6.4;250000;0.7
;1978;7;23;TAIWAN;22.282;121.512;7.4;10000;0.6
;1978;7;29;GUATEMALA:  PATZUN;14.843;-91.022;4.5;5000;0.6
;1978;8;3;CHILE:  NORTHERN:  COPIAPO-TALTAI;-26.51;-70.54;7.0;5000;0.6
;1978;8;13;CALIFORNIA:  SOUTHERN;34.284;-119.795;5.8;20000;0.85
;1978;8;14;SPAIN;36.63;-6.871;4.4;5000;0.8
;1978;9;3;GERMANY;48.29;9.01;5.3;10000;0.85
;1978;9;16;IRAN:  TABAS;33.205;57.478;7.4;40000;0.3
;1978;10;7;SOUTH KOREA: HONGSEONG;36.55;126.67;5.0;5000;0.7
;1978;11;1;"UZBEKISTAN:   ANDIZHAN; TAJIKISTAN:  DUSHANBE";39.35;72.61;6.8;12000;0.4
;1978;11;4;IRAN:  RASHT, SIAHBIL;37.684;48.996;6.3;25000;0.4
;1978;11;29;MEXICO:  OAXACA;16.01;-96.591;7.7;200000;0.4
;1978;12;6;RUSSIA:  KURIL ISLANDS;44.592;146.581;7.5;5000;0.3
;1978;12;14;IRAN:  MASJED-E-SOLEYMAN;32.112;49.68;6.1;20000;0.4
;1978;12;23;TAIWAN:  PINTUNG;23.247;122.075;7.0;10000;0.6
;1979;1;16;IRAN:  BONZANABAD;33.918;59.555;6.5;5000;0.3
;1979;2;16;PERU:  AREQUIPA;-16.39;-72.658;6.9;15000;0.4
;1979;2;20;IWATE, JAPAN;40.232;143.703;6.4;5000;0.7
;1979;2;28;ALASKA;60.691;-141.671;7.5;1200;0.3
;1979;3;14;MEXICO:  GUERRERO;17.813;-101.276;7.6;30000;0.4
;1979;4;9;MONTENEGRO: BAR ULCINJ;41.956;19.023;5.3;100000;0.6
;1979;4;15;BALKANS NW:  MONTENEGRO;42.096;19.209;6.9;100000;0.6
;1979;5;15;GREECE: CRETE;34.53;24.437;5.6;5000;0.7
;1979;5;21;INDONESIA:  BALI;-8.299;115.934;5.4;5000;0.6
;1979;5;24;BALKANS NW:  MACEDONIA:  DEBAR;42.255;18.752;6.2;50000;0.6
;1979;5;30;INDONESIA:  SUMBAWA ISLAND;-8.207;115.949;5.8;5000;0.4
;1979;6;2;AUSTRALIA:  WESTERN;-30.812;117.179;6.1;500;0.6
;1979;6;25;PAPUA NEW GUINEA:  E, MT HAGEN;-4.98;145.577;6.2;5000;0.3
;1979;7;1;PANAMA-COSTA RICA:  PUERTO ARMUELLES;8.316;-82.943;6.5;5000;0.6
;1979;7;9;CHINA:  JIANGSU PROVINCE:  LIYANG;31.452;119.241;5.4;10000;0.7
;1979;7;18;TURKEY:  DURSUNBEY, ANATOLIA;39.672;28.66;4.9;5000;0.6
;1979;8;24;CHINA:  NEI MONGOL:  WU-YUAN;41.145;108.129;5.9;12000;0.4
;1979;9;12;INDONESIA:  NEW GUINEA:  IRIAN JAYA;-1.679;136.04;7.9;5000;0.3
;1979;9;19;ITALY:  CENTRAL:  UMBRIA;42.812;13.061;5.8;15000;0.7
;1979;10;9;GUATEMALA;14.321;-90.082;4.7;5000;0.6
;1979;10;12;NEW ZEALAND:  W OF NORTH ISLAND;-46.675;165.707;7.5;5000;0.4
;1979;10;15;"CALIFORNIA:  IMPERIAL VALLEY; MEXICO: MEXICALI";32.634;-115.324;6.9;20000;0.8
;1979;10;20;INDONESIA:  SUMBAWA ISLAND;-8.254;115.847;6.2;15000;0.4
;1979;10;27;GUATEMALA;13.833;-90.881;6.8;100000;0.6
;1979;11;2;INDONESIA:  JAVA;-7.656;108.252;6.1;5000;0.6
;1979;11;6;GREECE-ALBANIA;39.536;20.398;5.2;15000;0.6
;1979;11;14;IRAN:  KHORASAN;33.978;59.832;6.6;25000;0.4
;1979;11;16;FIJI ISLANDS;-16.76;-179.984;6.9;5000;0.4
;1979;11;23;COLOMBIA:  MANIZALES-ARMENIA;4.805;-76.217;6.4;20000;0.6
;1979;11;27;IRAN;33.974;59.847;7.1;50000;0.4
;1979;12;7;IRAN;34.033;59.817;6.0;5000;0.4
;1979;12;12;COLOMBIA: OFF SHORE, PACIFIC OCEAN;1.555;-79.276;8.1;5000;0.3
;1979;12;15;INDONESIA:  S SUMATERA;-3.299;102.712;6.6;5000;0.4
;1979;12;17;INDONESIA:  SUMBAWA ISLAND:  BALI, LOMBOK;-8.39;115.889;6.3;15000;0.6
;1980;1;1;AZORES:   TERCEIRA, ANGRA DO HEROISMO;38.727;-27.75;6.9;20000;0.7
;1980;1;24;CALIFORNIA:  LIVERMORE;37.855;-121.816;5.9;15000;0.85
;1980;2;23;RUSSIA:  KURIL ISLANDS;43.53;146.753;7.0;5000;0.3
;1980;4;16;INDONESIA:  JAVA:  TASIKMALAJA;-8.082;108.793;5.8;15000;0.6
;1980;5;12;VANUATU ISLANDS;-14.464;167.902;6.1;5000;0.3
;1980;5;14;ITALY:  S;40.459;15.855;4.5;5000;0.7
;1980;5;18;GUATEMALA:  S COAST;14.716;-91.317;5.3;50000;0.4
;1980;5;18;WASHINGTON:  MT ST HELENS;46.214;-122.194;5.2;0;0.3
;1980;5;18;BALKANS NW:  SERBIA;43.294;20.837;5.8;15000;0.6
;1980;5;25;CALIFORNIA:  MAMMOTH LAKES;37.6;-118.84;6.1;5000;0.7
;1980;6;9;MEXICO:  NW;32.22;-114.985;6.4;30000;0.6
;1980;6;29;JAPAN:  HONSHU:  S COAST;34.808;139.181;6.2;10000;0.7
;1980;7;8;SOLOMON ISLANDS:  SANTA CRUZ ISLANDS:  BANKS;-12.41;166.381;7.5;5000;0.3
;1980;7;9;GREECE:  AEGEAN SEA:  MAGNESIA;39.269;23.041;6.4;20000;0.6
;1980;7;11;TAJIKISTAN:  SHURAB, NEFTEABAD;40.113;70.596;5.2;5000;0.4
;1980;7;12;GREECE:  VOLOS;39.203;22.729;4.0;5000;0.7
;1980;7;17;"SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU";-12.525;165.916;7.9;5000;0.3
;1980;7;22;IRAN:  LAHIJAN, RASHT;37.19;50.201;5.4;5000;0.6
;1980;7;27;KENTUCKY:  MAYSVILLE;38.174;-83.907;5.1;5000;0.8
;1980;7;29;NEPAL-INDIA:   PITHORAGARH;29.598;81.092;6.5;15000;0.4
;1980;8;9;"HONDURAS;  N GUATEMALA:  IZABEL PROVINCE";15.888;-88.516;6.4;15000;0.4
;1980;8;18;ECUADOR:  W, GUAYAQUIL;-1.948;-80.017;5.6;5000;0.6
;1980;8;23;INDIA:  KASHMIR;32.913;75.633;4.9;5000;0.4
;1980;8;23;INDIA:  KASHMIR;32.834;75.629;4.8;5000;0.4
;1980;9;24;JAPAN:  TOKYO, YOKOHAMA;35.45;139.964;6.0;12000;0.9
;1980;10;5;NEW ZEALAND:  GISBORNE, HAWERA, EASTBOURNE, NAPIER;-39.542;176.478;5.6;5000;0.7
;1980;10;10;ALGERIA:  NORTHERN;36.199;1.374;7.1;150000;0.6
;1980;10;24;MEXICO:  S, HUAJAPAN DE LEON, OAXACA;18.211;-98.24;6.4;30000;0.4
;1980;11;8;CALIFORNIA:  NORTH COAST;41.117;-124.253;7.2;25000;0.6
;1980;11;12;PERU:  S CENTRAL;-13.347;-74.545;4.9;5000;0.3
;1980;11;20;BRAZIL: PACAJUS;-4.3;-38.4;5.2;5000;0.6
;1980;11;23;ITALY:   AVELLINO, POTENZA, CASERTA, NAPLES;40.914;15.366;6.9;250000;0.6
;1980;11;26;VENEZUELA:  E;8.045;-72.441;5.0;5000;0.6
;1980;12;19;IRAN:  N CENTRAL, TEHRAN;34.587;50.652;6.0;50000;0.6
;1980;12;22;IRAN:  N CENTRAL, TEHRAN;34.503;50.59;5.2;15000;0.6
;1981;1;18;JAPAN:  E. HONSHU ISLAND;38.64;142.75;6.9;3000;0.6
;1981;1;19;INDONESIA:  NEW GUINEA:  IRIAN JAYA: JAYAWIJAYA MTS;-4.576;139.232;6.7;5000;0.3
;1981;1;23;CHINA:  SICHUAN PROVINCE;30.927;101.098;6.8;15000;0.4
;1981;2;14;ITALY:  S;41.051;14.601;4.6;5000;0.7
;1981;2;24;GREECE:  ATHENS-EASTERN GULF OF CORINTH;38.222;22.934;6.7;100000;0.7
;1981;3;4;GREECE:  ATHENS-CORINTH-KHALIS;38.209;23.288;6.4;150000;0.7
;1981;3;10;GREECE:  PREVEZA;39.481;20.699;5.6;15000;0.7
;1981;4;18;PERU:  AYACUCHO;-13.144;-74.376;4.8;5000;0.3
;1981;4;26;CALIFORNIA:  WESTMORLAND,CALIPATRIA;33.133;-115.65;6.0;5000;0.8
;1981;5;25;NEW ZEALAND:  W OF NORTH ISLAND;-48.786;164.357;7.6;5000;0.4
;1981;6;11;IRAN:  SE:  GOLBAFT;29.913;57.715;6.6;3000;0.4
;1981;6;22;PERU:  CENTRAL;-13.166;-74.522;5.2;5000;0.4
;1981;7;23;IRAN:  URUMIYEH;37.141;45.23;5.8;5000;0.6
;1981;7;28;IRAN:  SE, KERMAN;30.013;57.794;7.0;50000;0.4
;1981;8;13;BALKANS NW:  BOSNIA-HERZEGOVINA:  BANJA LUKA;44.849;17.312;5.5;150000;0.6
;1981;9;1;"SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO";-14.96;-173.085;7.7;15000;0.6
;1981;9;12;PAKISTAN: GILGIT;35.693;73.594;5.9;5000;0.3
;1981;10;16;CHILE:  OFF CENTRAL COAST, LAS CRUCES;-33.134;-73.074;7.5;50000;0.6
;1981;10;18;VENEZUELA-N COLOMBIA;8.117;-72.527;5.4;5000;0.6
;1981;10;25;MEXICO:  MICHOACAN: LAZARO CARDENAS;18.048;-102.084;7.3;50000;0.6
;1981;11;14;EGYPT:  ASWAN;23.686;32.604;5.3;5000;0.6
;1981;12;12;PAKISTAN:  CENTRAL;29.856;66.962;4.0;5000;0.4
;1981;12;19;GREECE:  AEGEAN SEA:  LESBOS, SKIROS;39.243;25.227;7.5;15000;0.6
;1982;1;9;"CANADA: NEW BRUNSWICK;  USA: MAINE";46.984;-66.656;5.2;5000;0.7
;1982;1;11;PHILIPPINES:  VIRAC, CATANDUANES;13.752;124.358;7.1;15000;0.4
;1982;1;11;"CANADA; MAINE:  CARIBOU, HAYNESVILLE, PRESQUE ISLE";46.975;-66.659;4.5;5000;0.7
;1982;1;12;HONDURAS:  AMPALA, MASAYA;13.158;-87.589;6.0;10000;0.6
;1982;1;20;INDIA:  LITTLE NICOBAR ISLAND;6.946;94.002;6.3;5000;0.3
;1982;2;10;INDONESIA:  JAVA, SUKABUMI;-6.863;106.936;5.5;12000;0.6
;1982;2;24;INDONESIA:  NORTHERN SUMATERA;4.374;97.755;5.4;5000;0.4
;1982;3;11;INDONESIA:  SUMBAWA ISLAND REGION;-9.265;118.479;6.4;15000;0.4
;1982;3;21;JAPAN:  HOKKAIDO, URAKAWA, HIROO;42.158;142.361;6.7;5000;0.6
;1982;3;28;MEXICO:  CHIAPAS;17.25;-93.21;3.5;5000;0.4
;1982;3;28;PERU:  COAST, LUNAHUANA, LIMA, HUANCAYO;-12.69;-76.065;6.1;5000;0.6
;1982;4;14;CHINA:  GANSU PROVINCE;36.785;105.55;4.6;5000;0.4
;1982;6;7;MEXICO:  GUERERRO, ORZIBA, OAXACA, GUADALUPE;16.558;-98.358;7.0;50000;0.4
;1982;6;15;CHINA:  SICHUAN PROVINCE:  GARZE;31.907;99.931;5.5;5000;0.3
;1982;6;19;"EL SALVADOR:  SAN SALVADOR; GUATEMALA";13.332;-89.387;7.3;150000;0.6
;1982;7;23;IBARAKI, JAPAN;36.194;141.702;6.8;5000;0.8
;1982;8;5;SOLOMON ISLANDS:  SANTA CRUZ ISLANDS;-12.597;165.931;7.5;5000;0.3
;1982;8;6;INDONESIA:  FLORES ISLANDS:  RUTENG;-8.375;120.577;5.6;5000;0.4
;1982;9;29;HONDURAS-GUATEMALA-EL SALVADOR;14.487;-89.121;5.1;50000;0.4
;1982;10;17;ITALY:  PERUGIA;43.164;12.586;4.4;5000;0.7
;1982;11;16;BALKANS NW:  ALBANIA:  BIER, BERAT, LUSHNJE;40.883;19.59;5.5;15000;0.6
;1982;12;13;YEMEN:  DHAMAR;14.701;44.379;6.0;150000;0.4
;1982;12;16;AFGHANISTAN:  NORTHEASTERN;36.148;69.011;6.6;20000;0.3
;1982;12;19;TONGA TRENCH;-24.133;-175.864;7.7;5000;0.3
;1982;12;25;INDONESIA:  FLORES ISLAND:  EASTERN;-8.405;123.08;5.9;15000;0.4
;1982;12;28;JAPAN:  S. OF HONSHU ISLAND;33.826;139.434;6.1;5000;0.7
;1983;1;17;GREECE: IONIAN SEA;38.026;20.228;7.2;10000;0.6
;1983;1;24;MEXICO:  OAXACA:   SALINA CRUZ;16.147;-95.232;6.7;50000;0.6
;1983;2;13;CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE: WUQUA S;39.945;75.135;6.2;30000;0.4
;1983;2;25;BALKANS NW:  MACEDONIA:  SKOPJE;41.959;21.54;4.7;50000;0.7
;1983;2;26;TAJIKISTAN:  GARM, KHAZORA;38.841;70.727;5.2;5000;0.3
;1983;3;12;INDONESIA:  BANDA SEA;-4.056;127.924;6.5;5000;0.3
;1983;3;18;PAPUA NEW GUINEA:  NEW IRELAND;-4.883;153.581;7.6;5000;0.3
;1983;3;23;GREECE: VONITSA;38.294;20.262;6.2;5000;0.6
;1983;3;25;IRAN:  TEHRAN, DAMAVOND, AMOI;35.953;52.264;4.9;5000;0.6
;1983;3;31;COLOMBIA:  SW, POPAYAN;2.461;-76.686;4.9;30000;0.4
;1983;4;2;TURKMENISTAN:  KUM-DAG;39.042;48.714;4.6;5000;0.6
;1983;4;3;COSTA RICA:  SE, PANAMA: W;8.677;-83.098;7.5;15000;0.5
;1983;4;4;INDONESIA:  SUMATERA:  BANDA ACEH;5.723;94.722;6.6;15000;0.4
;1983;4;5;CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  WUQUA;40.025;75.26;5.6;12000;0.4
;1983;4;12;PERU:  CHIMBOTE;-4.843;-78.103;6.5;12000;0.4
;1983;4;22;THAILAND:  BANGKOK;14.926;99.023;5.9;12000;0.85
;1983;5;2;CALIFORNIA:  CENTRAL, COALINGA;36.219;-120.317;6.2;12000;0.7
;1983;5;26;JAPAN:  HONSHU:  AKITA;40.462;139.102;7.7;100000;0.6
;1983;6;9;NOSHIRO, JAPAN;40.249;138.948;5.9;5000;0.7
;1983;6;21;JAPAN:  N. HONSHU ISLAND;41.346;139.099;6.9;3000;0.7
;1983;6;24;VIETNAM;21.721;103.282;6.3;15000;0.4
;1983;7;3;COSTA RICA:  SAN JOSE;9.652;-83.688;6.2;50000;0.7
;1983;7;5;TURKEY:  NW, BIGA, ERDEK, ISTANBUL;40.324;27.222;6.1;15000;0.7
;1983;7;12;ALASKA:  PRINCE WILLIAM SOUND;61.031;-147.286;6.1;500;0.4
;1983;7;22;IRAN:  NW, ZANJIN;36.948;49.18;5.0;5000;0.4
;1983;8;6;PAKISTAN:  ZIARAT;30.349;67.84;4.2;5000;0.4
;1983;8;6;GREECE:  AEGEAN SEA;40.142;24.766;7.0;5000;0.6
;1983;8;8;JAPAN:  HONSHU:  S COAST;35.5;139.07;5.3;5000;0.85
;1983;8;17;RUSSIA:  NEAR EAST COAST OF KAMCHATKA;55.867;161.287;6.5;5000;0.3
;1983;8;17;PHILIPPINES:  LUZON;18.231;120.86;6.5;50000;0.6
;1983;9;10;BALKANS NW:  SERBIA;43.246;20.859;5.1;5000;0.6
;1983;10;3;JAPAN:  MIYAKEJIMA, OSHIMA;33.941;139.513;6.0;3000;0.7
;1983;10;4;CHILE:  NORTHERN:  COPOAPO-CHANARAL;-26.535;-70.563;7.3;50000;0.6
;1983;10;16;INDONESIA:  CELEBES:  MINAHASSA:  TOLITOLI;1.084;121.052;6.0;5000;0.4
;1983;10;25;INDONESIA:  CENTRAL SULAWESI;1.131;120.858;6.1;15000;0.3
;1983;10;28;IDAHO:  BORAH PEAK, CHALLIS, MACKAY;43.974;-113.916;7.3;2000;0.4
;1983;10;30;TURKEY:  ERZURUM, KARS, KHORASAN, PASINLER, NARMAN;40.33;42.187;6.9;133000;0.4
;1983;10;30;JAPAN:  TOTTORI, YONANGO;35.464;133.899;5.2;12000;0.7
;1983;11;6;CHINA:  E, HEZE-DONGMING, SHANDONG PROVINCE;35.206;115.213;5.3;10000;0.7
;1983;11;8;BELGIUM;50.696;5.346;5.0;10000;0.9
;1983;11;9;ITALY:  N, PARMA;44.689;10.317;5.0;5000;0.7
;1983;11;16;HAWAII: KAPAPALA;19.43;-155.454;6.7;5000;0.7
;1983;11;30;INDIAN OCEAN:  CHAGOS ARCHIPELAGO:  DIEGO GARCIA;-6.852;72.11;7.6;500;0.3
;1983;12;22;PAPUA NEW GUINEA:  ULAWUN, RABAUL;-5.392;151.868;6.4;5000;0.3
;1983;12;22;GUINEA:  GAOUAL-KOUMBIA;11.866;-13.529;6.2;5000;0.3
;1983;12;30;"AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN";36.372;70.738;7.2;15000;0.3
;1984;1;8;INDONESIA:  SULAWESI:  W;-2.823;118.806;6.6;5000;0.4
;1984;2;1;"AFGHANISTAN:  KHOROG, JALALABAD; PAKISTAN";34.616;70.484;5.8;5000;0.3
;1984;2;7;SOLOMON ISLANDS:  GUADALCANAL;-10.012;160.469;7.5;5000;0.3
;1984;2;11;GREECE:  MANAGOULI-AIYION;38.308;22.11;5.6;5000;0.6
;1984;2;16;PAKISTAN-NW AFGHANISTAN:  HINDU KUSH: CHITRAL-LANDI;36.431;70.826;6.1;5000;0.3
;1984;3;19;UZBEKISTAN:  GAZLI;40.32;63.35;7.0;50000;0.6
;1984;3;24;RUSSIA:  KURIL ISLANDS;44.117;148.192;7.0;5000;0.3
;1984;3;27;PAPUA NEW GUINEA:  KARKAR;-4.647;145.805;6.6;5000;0.3
;1984;4;24;CALIFORNIA:  CENTRAL:  MORGAN HILL;37.32;-121.698;6.1;12000;0.85
;1984;4;29;ITALY:  CENTRAL:  :PERUGIA-ASSISSI-GUBBIO;43.26;12.558;5.3;50000;0.7
;1984;5;7;ITALY:  S CENTRAL:  ABRUZZO;41.765;13.898;5.8;30000;0.6
;1984;5;11;ITALY:  S CENTRAL:  ABRUZZO;41.831;13.961;5.2;5000;0.6
;1984;5;13;"BOSNIA-HERZEGOVINA:  LJUBINJE; CROATIA:  DUBROVNIK";42.967;17.734;5.1;5000;0.6
;1984;6;13;JAPAN:  TORI SHIMA, OKINAWA;31.448;140.036;5.5;500;0.6
;1984;6;24;DOMINICAN REPUBLIC:  SANTO DOMINGO;17.984;-69.338;6.7;50000;0.7
;1984;7;19;UNITED KINGDOM:  WALES;52.878;-4.198;4.7;5000;0.85
;1984;8;6;JAPAN:  KYUSHU:  NOBEOKA;32.386;131.945;6.7;5000;0.7
;1984;8;27;INDONESIA:  N SUMATERA:  TARUTUNG;1.761;99.075;5.2;5000;0.4
;1984;9;7;BALKANS NW:  SERBIA;43.314;20.957;4.7;5000;0.6
;1984;9;13;JAPAN:  HONSHU:  CENTRAL: MT ONTAKE;35.789;137.488;6.1;5000;0.6
;1984;9;18;TURKEY:  E, ERZURUM, OLUR-SENKAYA;40.885;42.219;6.4;30000;0.4
;1984;9;18;JAPAN:  HONSHU ISLAND;34.006;141.5;6.9;12000;0.7
;1984;10;9;GREECE:  MESSINA;37.013;21.757;4.5;5000;0.7
;1984;10;18;TURKEY:  E, SENKAYA;40.545;42.403;5.3;5000;0.4
;1984;10;18;WYOMING:  DOUGLAS, MEDICINE BOW;42.375;-105.72;5.1;500;0.6
;1984;10;26;TAJIKISTAN:  DZHIRGATAL, GARM;39.155;71.328;6.1;12000;0.3
;1984;12;28;RUSSIA:  KAMCHATKA;56.2;163.4;7.0;5000;0.3
;1984;12;30;INDIA:  ASSAM, CACHAR DISTRICT;24.641;92.891;5.6;50000;0.4
;1985;1;26;ARGENTINA:  WEST CENTRAL, MENDOZA, LA LIGUA;-33.106;-68.71;6.0;12000;0.6
;1985;2;2;IRAN:  S, FIRUZABAD-JAHROM;28.399;52.997;5.3;5000;0.4
;1985;3;3;CHILE:  CENTRAL COAST, SAN ANTONIO, VALPARAISO;-33.132;-71.708;8.0;1000000;0.7
;1985;3;16;GUADELOUPE;17.013;-62.448;6.4;10000;0.7
;1985;3;17;CHILE:  VALPARAISO, VINA DEL MAR;-32.663;-71.551;6.6;177000;0.7
;1985;3;18;PHILIPPINES:  PAGADIAN,  ZAMBOANGA;7.758;123.544;6.5;50000;0.4
;1985;4;9;CHILE:  NEAR CENTRAL COAST, SANTIAGO-VALPARAISO;-34.131;-71.618;7.5;500000;0.7
;1985;4;13;INDONESIA:  DENPASAR, BALI;-9.245;114.185;6.2;15000;0.6
;1985;4;18;CHINA:  YUNNAN PROVINCE;25.926;102.871;5.8;15000;0.4
;1985;4;24;PHILIPPINES:  LUZON:  BENGUET PROVINCE,  BAGUIO;16.498;120.815;6.1;50000;0.6
;1985;4;30;GREECE:  MAGNISIA;39.266;22.81;5.5;10000;0.7
;1985;5;10;PAPUA NEW GUINEA:  NEW BRITAIN:  BIALLA, PIONA;-5.599;151.045;7.1;5000;0.3
;1985;7;3;PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL;-4.439;152.828;7.2;50000;0.4
;1985;7;29;AFGHANISTAN:  HINDU KUSH:  CHITRAL, SWAT;36.19;70.896;6.6;12000;0.3
;1985;8;21;PERU:  COAST:  CHIMBOTE;-9.159;-78.887;6.1;12000;0.6
;1985;8;23;CHINA:  S XINJIANG:  WUQUA-SHUFU;39.431;75.224;7.5;30000;0.4
;1985;9;15;INDONESIA:  NEW GUINEA:  IRIAN JAYA:  ENAROTALI;-4.13;136.049;6.3;5000;0.3
;1985;9;19;MEXICO:  MICHOACAN:  MEXICO CITY;18.19;-102.533;8.1;2000000;0.6
;1985;9;21;MEXICO:  SW COAST:  MEXICO CITY;17.802;-101.647;7.6;2000000;0.6
;1985;9;27;SOLOMON ISLANDS:  HONIARA, GUADACANAL;-9.829;159.854;6.9;5000;0.6
;1985;9;28;BALKANS NW:  MACEDONIA:  DEMIR KAPIJA-NEGOTINO;41.581;22.254;5.0;5000;0.6
;1985;10;11;GUATEMALA:  SAN MIGUEL UPSANTAN;15.299;-90.863;4.5;5000;0.4
;1985;10;13;TAJIKISTAN:  KAPTOLYUK, KAYRAKKUM, GAFUROV;40.301;69.823;5.9;12000;0.4
;1985;10;27;ALGERIA:  ANNABA-SETIF-SOUK;36.46;6.761;5.9;50000;0.6
;1985;11;7;TURKEY:  ERZURUM, KARS, AGRI, ARTVIN;40.31;42.307;4.2;5000;0.4
;1985;11;17;INDONESIA:  NEW GUINEA:  IRIAN JAYA:  MANOKWARI;-1.639;134.911;7.1;15000;0.3
;1985;11;28;VANUATU ISLANDS;-13.987;166.185;7.6;5000;0.3
;1985;12;16;NICARAGUA:  RIVAS,  MASAYA;11.725;-85.838;6.0;15000;0.6
;1985;12;21;VANUATU ISLANDS;-13.966;166.516;7.6;5000;0.3
;1985;12;25;ITALY:  SICILY;37.688;15.068;4.3;5000;0.7
;1986;1;11;PERU:  HUARMEY, CASMA, HUARAX, CHIMBOTE;-9.505;-77.512;5.3;12000;0.4
;1986;1;29;INDONESIA:  SUMATERA:  S, HAHAT, MUARAENIM;-3.904;103.461;5.0;5000;0.4
;1986;2;3;GUATEMALA:  IXCHIGUAN, SAN MARCOS PROVINCE;15.075;-92.072;4.7;5000;0.4
;1986;3;6;AZERBAIJAN: CASPIAN SEA;40.368;51.555;6.3;50000;0.6
;1986;4;5;PERU:  CUZCO;-13.41;-71.785;4.6;5000;0.4
;1986;4;26;INDIA:  KASHMIR:  DHARMSALA,  LAHORE, PAKISTAN;32.128;76.374;5.3;5000;0.4
;1986;5;5;TURKEY:  DOGANSEHIR-GOLBASHI, KAPIDERE;37.993;37.806;5.9;15000;0.6
;1986;5;7;ALASKA:  ALEUTIAN ISLANDS:  ADAK;51.52;-174.776;8.0;1000;0.3
;1986;5;13;GEORGIA:  AKHALKALAKI, SUSUZ;41.431;43.737;5.7;15000;0.4
;1986;5;15;PAKISTAN:  BARKHAM, MATAKARI, HAMTAROT;29.627;69.363;5.2;5000;0.4
;1986;5;17;ALASKA:  ANDREANOF ISLANDS;52.327;-174.504;6.4;0;0.1
;1986;5;20;TAIWAN:  HUALIEN;24.125;121.619;6.4;10000;0.7
;1986;6;11;VENEZUELA;10.597;-62.928;6.2;50000;0.6
